reviewid,customerid,productid,reviewdate,year_month,rating,reviewtext,vader_score,sentiment_category,productname,brand,category,price
876,385,11,2024-12-05,2024-12,5,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Slim Fit Jeans,Calvin Klein Jeans,Slim Fit Jeans,949.0
877,404,16,2023-06-05,2023-06,4,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Relaxed Fit Jeans,Flying Machine,Relaxed Fit Jeans,2309.0
878,430,15,2024-11-26,2024-11,5,Perfect fit. The material feels premium.,0.7351,Positive,Men Mid-Rise Boot Cut Jeans,Bene Kleed,Denim & Jeans,873.0
879,304,18,2024-08-21,2024-08,4,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Wide Leg Jeans,Roadster,Wide Leg & Bootcut,999.0
880,98,15,2023-01-20,2023-01,3,Material is fine but the colour is slightly different.,0.1027,Neutral,Men Mid-Rise Boot Cut Jeans,Bene Kleed,Denim & Jeans,873.0
881,148,36,2023-04-09,2023-04,5,Perfect fit. The material feels premium.,0.7351,Positive,Men Straight Fit Jeans,Bene Kleed,Regular Fit Jeans,989.0
882,264,21,2023-02-17,2023-02,4,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Low-Rise Cargo  Jeans,Kotty,Joggers & Cargo,639.0
883,480,43,2023-10-06,2023-10,5,Great value for money. Highly recommend.,0.8516,Positive,Men Mid-Rise Stretchable Jeans,MASTERLY WEFT,Stretchable Jeans,959.0
884,429,21,2023-01-29,2023-01,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Low-Rise Cargo  Jeans,Kotty,Joggers & Cargo,639.0
885,54,4,2023-06-24,2023-06,2,Size runs small. Return process is very difficult.,-0.4201,Negative,Relaxed Fit Denim Jeans,Bene Kleed,Relaxed Fit Jeans,873.0
886,354,15,2024-08-09,2024-08,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Mid-Rise Boot Cut Jeans,Bene Kleed,Denim & Jeans,873.0
887,438,46,2023-09-15,2023-09,5,Fast delivery and great packaging.,0.6249,Positive,Men Slim Fit Jeans,HIGHLANDER,Slim Fit Jeans,675.0
888,348,33,2024-06-24,2024-06,1,The color faded after first wash. Very disappointing.,-0.5413,Negative,Men Straight Fit Jeans,glitchez,Regular Fit Jeans,797.0
889,387,14,2024-05-13,2024-05,5,Perfect fit. The material feels premium.,0.7351,Positive,Men Relaxed Fit Mid-Rise Jeans,HIGHLANDER,Relaxed Fit Jeans,769.0
890,227,9,2023-01-06,2023-01,4,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Regular Fit Mid-Rise Jeans,Roadster,Regular Fit Jeans,759.0
891,135,7,2024-04-26,2024-04,3,Not bad but not great either. Fits okay.,-0.2883,Neutral,Men Relaxed Fit Jeans,Urbano Fashion,Relaxed Fit Jeans,944.0
892,265,39,2024-03-22,2024-03,2,Material feels cheap. Not worth the price at all.,-0.1695,Negative,Men Regular Fit Jeans,Levis,Regular Fit Jeans,944.0
893,348,38,2024-06-30,2024-06,3,Average quality. Nothing special about it.,-0.3089,Neutral,Men Bootcut Jeans,Urbano Fashion,Wide Leg & Bootcut,944.0
894,60,26,2024-01-09,2024-01,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men Slim Fit Mid-Rise Jeans,The Indian Garage Co,Slim Fit Jeans,659.0
895,499,29,2024-05-09,2024-05,1,Stitching came off within a week. Terrible quality.,-0.4767,Negative,Men Slim Fit Jeans,Roadster,Slim Fit Jeans,681.0
896,479,4,2024-07-26,2024-07,4,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Relaxed Fit Denim Jeans,Bene Kleed,Relaxed Fit Jeans,873.0
897,36,30,2024-06-19,2024-06,3,Decent product but could be better for the price.,0.5927,Neutral,Men Slim Tapered Fit Jeans,Mast & Harbour,Slim Fit Jeans,701.0
898,174,16,2023-09-12,2023-09,4,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Relaxed Fit Jeans,Flying Machine,Relaxed Fit Jeans,2309.0
899,118,49,2024-06-11,2024-06,4,Excellent product. Myntra never disappoints.,0.7081,Positive,Non Stretchable Cotton Jeans,Flying Machine,Stretchable Jeans,1829.0
900,124,39,2024-01-02,2024-01,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men Regular Fit Jeans,Levis,Regular Fit Jeans,944.0
901,97,12,2023-12-21,2023-12,4,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Relaxed Fit Jeans,styzon,Relaxed Fit Jeans,989.0
902,361,2,2023-10-25,2023-10,5,Perfect fit. The material feels premium.,0.7351,Positive,Men Slim Fit Jeans,Flying Machine,Slim Fit Jeans,1829.0
903,234,22,2023-11-08,2023-11,2,Product looks different from the photo online.,0.0,Mixed Negative,Men Mid-Rise Skinny Fit Jeans,Mufti,Slim Fit Jeans,1393.0
904,439,30,2024-04-05,2024-04,4,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Slim Tapered Fit Jeans,Mast & Harbour,Slim Fit Jeans,701.0
905,235,35,2024-03-03,2024-03,1,Received a damaged product. Very unhappy.,-0.7178,Negative,Men Relaxed Fit Jeans,Mast & Harbour,Relaxed Fit Jeans,819.0
906,295,31,2023-12-11,2023-12,1,Product looks different from the photo online.,0.0,Mixed Negative,Men Pure Cotton Skater Jeans,The Indian Garage Co,Denim & Jeans,688.0
907,340,13,2023-02-02,2023-02,5,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Slim Fit Stretchable Jeans,WROGN,Slim Fit Jeans,1275.0
908,278,47,2024-02-16,2024-02,5,Excellent product. Myntra never disappoints.,0.7081,Positive,Plus Size Stretchable Jeans,Sztori,Stretchable Jeans,863.0
909,415,8,2023-10-28,2023-10,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men Wide Leg Heavy Fade Jeans,Bene Kleed,Wide Leg & Bootcut,839.0
910,328,18,2024-10-01,2024-10,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Wide Leg Jeans,Roadster,Wide Leg & Bootcut,999.0
911,413,7,2023-06-15,2023-06,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men Relaxed Fit Jeans,Urbano Fashion,Relaxed Fit Jeans,944.0
912,233,5,2024-11-08,2024-11,5,Perfect fit. The material feels premium.,0.7351,Positive,Men 511 Slim Fit Jeans,Levis,Slim Fit Jeans,1478.0
913,199,21,2023-04-14,2023-04,5,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Low-Rise Cargo  Jeans,Kotty,Joggers & Cargo,639.0
914,61,3,2023-03-13,2023-03,5,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Pure Cotton Jeans,Roadster,Denim & Jeans,974.0
915,231,8,2024-03-05,2024-03,4,Great value for money. Highly recommend.,0.8516,Positive,Men Wide Leg Heavy Fade Jeans,Bene Kleed,Wide Leg & Bootcut,839.0
916,282,5,2023-06-13,2023-06,5,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men 511 Slim Fit Jeans,Levis,Slim Fit Jeans,1478.0
917,86,32,2023-05-01,2023-05,5,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Relaxed Fit Jeans,The Indian Garage Co,Relaxed Fit Jeans,808.0
918,467,42,2024-01-11,2024-01,5,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Slim Fit Jeans,Nautica,Slim Fit Jeans,1088.0
919,451,26,2024-10-01,2024-10,3,Material is fine but the colour is slightly different.,0.1027,Neutral,Men Slim Fit Mid-Rise Jeans,The Indian Garage Co,Slim Fit Jeans,659.0
920,347,36,2023-12-23,2023-12,1,Material feels cheap. Not worth the price at all.,-0.1695,Negative,Men Straight Fit Jeans,Bene Kleed,Regular Fit Jeans,989.0
921,362,18,2023-03-05,2023-03,5,Great value for money. Highly recommend.,0.8516,Positive,Men Wide Leg Jeans,Roadster,Wide Leg & Bootcut,999.0
922,290,26,2024-01-13,2024-01,3,Not bad but not great either. Fits okay.,-0.2883,Neutral,Men Slim Fit Mid-Rise Jeans,The Indian Garage Co,Slim Fit Jeans,659.0
923,428,17,2024-09-29,2024-09,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men Low-Rise Jeans,Kotty,Denim & Jeans,519.0
924,31,48,2023-01-05,2023-01,4,Fast delivery and great packaging.,0.6249,Positive,Men Bootcut Jeans,HERE&NOW,Wide Leg & Bootcut,869.0
925,77,16,2023-02-16,2023-02,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men Relaxed Fit Jeans,Flying Machine,Relaxed Fit Jeans,2309.0
926,228,50,2023-02-11,2023-02,5,Fast delivery and great packaging.,0.6249,Positive,30 Days No Wash Jeans,TURMS,Denim & Jeans,3499.0
927,91,47,2023-06-15,2023-06,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Plus Size Stretchable Jeans,Sztori,Stretchable Jeans,863.0
928,474,14,2024-04-09,2024-04,5,Great value for money. Highly recommend.,0.8516,Positive,Men Relaxed Fit Mid-Rise Jeans,HIGHLANDER,Relaxed Fit Jeans,769.0
929,422,48,2024-08-12,2024-08,5,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Bootcut Jeans,HERE&NOW,Wide Leg & Bootcut,869.0
930,246,45,2024-09-02,2024-09,5,Great value for money. Highly recommend.,0.8516,Positive,Men Wide Leg Cotton Jeans,HIGHLANDER,Wide Leg & Bootcut,1099.0
931,142,29,2023-11-26,2023-11,3,Not bad but not great either. Fits okay.,-0.2883,Neutral,Men Slim Fit Jeans,Roadster,Slim Fit Jeans,681.0
932,360,43,2024-07-27,2024-07,5,Great value for money. Highly recommend.,0.8516,Positive,Men Mid-Rise Stretchable Jeans,MASTERLY WEFT,Stretchable Jeans,959.0
933,467,4,2023-03-10,2023-03,5,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Relaxed Fit Denim Jeans,Bene Kleed,Relaxed Fit Jeans,873.0
934,74,23,2024-12-13,2024-12,5,Great value for money. Highly recommend.,0.8516,Positive,Men Stretchable Jeans,Mast & Harbour,Stretchable Jeans,758.0
935,236,8,2024-05-22,2024-05,5,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Wide Leg Heavy Fade Jeans,Bene Kleed,Wide Leg & Bootcut,839.0
936,55,31,2024-10-12,2024-10,5,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Pure Cotton Skater Jeans,The Indian Garage Co,Denim & Jeans,688.0
937,180,25,2023-06-11,2023-06,4,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Relaxed Fit Jeans,FUGAZEE,Relaxed Fit Jeans,2099.0
938,210,44,2023-04-12,2023-04,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men Baggy Loose Jeans,glitchez,Relaxed Fit Jeans,747.0
939,225,8,2023-01-01,2023-01,4,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Wide Leg Heavy Fade Jeans,Bene Kleed,Wide Leg & Bootcut,839.0
940,240,7,2024-12-06,2024-12,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Relaxed Fit Jeans,Urbano Fashion,Relaxed Fit Jeans,944.0
941,448,49,2024-02-25,2024-02,4,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Non Stretchable Cotton Jeans,Flying Machine,Stretchable Jeans,1829.0
942,353,19,2023-01-25,2023-01,4,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Straight Fit Jeans,Kotty,Regular Fit Jeans,719.0
943,237,26,2024-02-21,2024-02,3,Material is fine but the colour is slightly different.,0.1027,Neutral,Men Slim Fit Mid-Rise Jeans,The Indian Garage Co,Slim Fit Jeans,659.0
944,378,23,2023-05-28,2023-05,2,Size runs small. Return process is very difficult.,-0.4201,Negative,Men Stretchable Jeans,Mast & Harbour,Stretchable Jeans,758.0
945,295,5,2023-08-26,2023-08,4,Fast delivery and great packaging.,0.6249,Positive,Men 511 Slim Fit Jeans,Levis,Slim Fit Jeans,1478.0
946,65,22,2024-05-09,2024-05,4,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Mid-Rise Skinny Fit Jeans,Mufti,Slim Fit Jeans,1393.0
947,81,42,2024-06-08,2024-06,4,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Slim Fit Jeans,Nautica,Slim Fit Jeans,1088.0
948,465,7,2024-12-11,2024-12,1,The color faded after first wash. Very disappointing.,-0.5413,Negative,Men Relaxed Fit Jeans,Urbano Fashion,Relaxed Fit Jeans,944.0
949,467,5,2024-02-07,2024-02,4,Great value for money. Highly recommend.,0.8516,Positive,Men 511 Slim Fit Jeans,Levis,Slim Fit Jeans,1478.0
950,116,6,2024-04-27,2024-04,3,Decent product but could be better for the price.,0.5927,Neutral,Men Stretchable Jeans,HERE&NOW,Stretchable Jeans,798.0
951,222,25,2024-12-30,2024-12,5,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Relaxed Fit Jeans,FUGAZEE,Relaxed Fit Jeans,2099.0
952,167,15,2023-01-05,2023-01,4,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Mid-Rise Boot Cut Jeans,Bene Kleed,Denim & Jeans,873.0
953,59,45,2024-10-29,2024-10,5,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Wide Leg Cotton Jeans,HIGHLANDER,Wide Leg & Bootcut,1099.0
954,86,33,2024-12-19,2024-12,5,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Straight Fit Jeans,glitchez,Regular Fit Jeans,797.0
955,284,5,2024-01-10,2024-01,5,Fast delivery and great packaging.,0.6249,Positive,Men 511 Slim Fit Jeans,Levis,Slim Fit Jeans,1478.0
956,96,8,2023-08-18,2023-08,3,Material is fine but the colour is slightly different.,0.1027,Neutral,Men Wide Leg Heavy Fade Jeans,Bene Kleed,Wide Leg & Bootcut,839.0
957,287,25,2024-10-31,2024-10,3,Not bad but not great either. Fits okay.,-0.2883,Neutral,Men Relaxed Fit Jeans,FUGAZEE,Relaxed Fit Jeans,2099.0
958,162,8,2023-04-23,2023-04,4,Great value for money. Highly recommend.,0.8516,Positive,Men Wide Leg Heavy Fade Jeans,Bene Kleed,Wide Leg & Bootcut,839.0
959,255,1,2024-01-10,2024-01,1,Quality is below average. Not what I expected.,0.0,Mixed Negative,Men Loose Fit Cotton Jeans,WROGN,Relaxed Fit Jeans,1374.0
960,205,35,2024-07-29,2024-07,4,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Relaxed Fit Jeans,Mast & Harbour,Relaxed Fit Jeans,819.0
961,176,44,2023-07-15,2023-07,4,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Baggy Loose Jeans,glitchez,Relaxed Fit Jeans,747.0
962,288,26,2023-11-22,2023-11,5,Perfect fit. The material feels premium.,0.7351,Positive,Men Slim Fit Mid-Rise Jeans,The Indian Garage Co,Slim Fit Jeans,659.0
963,197,42,2023-02-05,2023-02,5,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Slim Fit Jeans,Nautica,Slim Fit Jeans,1088.0
964,447,49,2024-08-24,2024-08,3,Okay product. Expected more based on the description.,0.2263,Neutral,Non Stretchable Cotton Jeans,Flying Machine,Stretchable Jeans,1829.0
965,450,34,2024-05-01,2024-05,4,Great value for money. Highly recommend.,0.8516,Positive,Men Bootcut Stretchable Jeans,Thomas Scott,Wide Leg & Bootcut,874.0
966,233,13,2023-06-26,2023-06,4,Great value for money. Highly recommend.,0.8516,Positive,Men Slim Fit Stretchable Jeans,WROGN,Slim Fit Jeans,1275.0
967,11,43,2024-10-23,2024-10,4,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Mid-Rise Stretchable Jeans,MASTERLY WEFT,Stretchable Jeans,959.0
968,481,18,2023-07-22,2023-07,1,The jeans are too tight at the waist. Sizing is off.,0.0,Mixed Negative,Men Wide Leg Jeans,Roadster,Wide Leg & Bootcut,999.0
969,164,10,2023-03-20,2023-03,4,Fast delivery and great packaging.,0.6249,Positive,Men Jogger Mid-Rise Jeans,styzon,Joggers & Cargo,899.0
970,66,44,2023-05-25,2023-05,5,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Baggy Loose Jeans,glitchez,Relaxed Fit Jeans,747.0
971,2,7,2023-04-08,2023-04,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Relaxed Fit Jeans,Urbano Fashion,Relaxed Fit Jeans,944.0
972,316,36,2023-03-16,2023-03,4,Fast delivery and great packaging.,0.6249,Positive,Men Straight Fit Jeans,Bene Kleed,Regular Fit Jeans,989.0
973,129,16,2024-11-05,2024-11,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men Relaxed Fit Jeans,Flying Machine,Relaxed Fit Jeans,2309.0
974,373,47,2024-10-25,2024-10,4,Excellent product. Myntra never disappoints.,0.7081,Positive,Plus Size Stretchable Jeans,Sztori,Stretchable Jeans,863.0
975,387,39,2024-05-14,2024-05,5,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Regular Fit Jeans,Levis,Regular Fit Jeans,944.0
976,278,38,2024-06-11,2024-06,3,Decent product but could be better for the price.,0.5927,Neutral,Men Bootcut Jeans,Urbano Fashion,Wide Leg & Bootcut,944.0
977,22,35,2024-06-04,2024-06,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men Relaxed Fit Jeans,Mast & Harbour,Relaxed Fit Jeans,819.0
978,175,3,2023-01-26,2023-01,2,Quality is below average. Not what I expected.,0.0,Mixed Negative,Men Pure Cotton Jeans,Roadster,Denim & Jeans,974.0
979,193,46,2023-12-14,2023-12,5,Fast delivery and great packaging.,0.6249,Positive,Men Slim Fit Jeans,HIGHLANDER,Slim Fit Jeans,675.0
980,303,3,2024-08-28,2024-08,3,Material is fine but the colour is slightly different.,0.1027,Neutral,Men Pure Cotton Jeans,Roadster,Denim & Jeans,974.0
981,211,45,2023-04-10,2023-04,5,Fast delivery and great packaging.,0.6249,Positive,Men Wide Leg Cotton Jeans,HIGHLANDER,Wide Leg & Bootcut,1099.0
982,39,11,2024-10-13,2024-10,4,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Slim Fit Jeans,Calvin Klein Jeans,Slim Fit Jeans,949.0
983,398,17,2024-03-08,2024-03,5,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Low-Rise Jeans,Kotty,Denim & Jeans,519.0
984,290,34,2023-12-22,2023-12,2,Delivery was very late. Poor experience.,-0.5233,Negative,Men Bootcut Stretchable Jeans,Thomas Scott,Wide Leg & Bootcut,874.0
985,319,33,2023-10-01,2023-10,5,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Straight Fit Jeans,glitchez,Regular Fit Jeans,797.0
986,307,5,2023-11-25,2023-11,5,Excellent product. Myntra never disappoints.,0.7081,Positive,Men 511 Slim Fit Jeans,Levis,Slim Fit Jeans,1478.0
987,126,15,2023-01-01,2023-01,5,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Mid-Rise Boot Cut Jeans,Bene Kleed,Denim & Jeans,873.0
988,182,32,2024-12-04,2024-12,1,Product looks different from the photo online.,0.0,Mixed Negative,Men Relaxed Fit Jeans,The Indian Garage Co,Relaxed Fit Jeans,808.0
989,436,33,2024-05-17,2024-05,5,Fast delivery and great packaging.,0.6249,Positive,Men Straight Fit Jeans,glitchez,Regular Fit Jeans,797.0
990,177,4,2024-09-30,2024-09,5,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Relaxed Fit Denim Jeans,Bene Kleed,Relaxed Fit Jeans,873.0
991,333,7,2023-10-25,2023-10,4,Perfect fit. The material feels premium.,0.7351,Positive,Men Relaxed Fit Jeans,Urbano Fashion,Relaxed Fit Jeans,944.0
992,478,37,2024-12-24,2024-12,4,Great value for money. Highly recommend.,0.8516,Positive,Men Straight Fit Jeans,V-Mart,Regular Fit Jeans,809.0
993,434,15,2023-05-11,2023-05,5,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Mid-Rise Boot Cut Jeans,Bene Kleed,Denim & Jeans,873.0
994,470,32,2024-07-19,2024-07,1,Size runs small. Return process is very difficult.,-0.4201,Negative,Men Relaxed Fit Jeans,The Indian Garage Co,Relaxed Fit Jeans,808.0
995,343,37,2023-08-11,2023-08,4,Fast delivery and great packaging.,0.6249,Positive,Men Straight Fit Jeans,V-Mart,Regular Fit Jeans,809.0
996,61,33,2024-02-11,2024-02,4,Great value for money. Highly recommend.,0.8516,Positive,Men Straight Fit Jeans,glitchez,Regular Fit Jeans,797.0
997,160,3,2023-09-09,2023-09,5,Great value for money. Highly recommend.,0.8516,Positive,Men Pure Cotton Jeans,Roadster,Denim & Jeans,974.0
998,431,10,2023-10-13,2023-10,5,Great value for money. Highly recommend.,0.8516,Positive,Men Jogger Mid-Rise Jeans,styzon,Joggers & Cargo,899.0
999,476,33,2024-07-12,2024-07,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Straight Fit Jeans,glitchez,Regular Fit Jeans,797.0
1000,196,40,2024-01-17,2024-01,2,Size runs small. Return process is very difficult.,-0.4201,Negative,Men Relaxed Fit Jeans,Roadster,Relaxed Fit Jeans,645.0
1001,488,30,2023-05-26,2023-05,3,Okay product. Expected more based on the description.,0.2263,Neutral,Men Slim Tapered Fit Jeans,Mast & Harbour,Slim Fit Jeans,701.0
1002,43,12,2023-08-30,2023-08,4,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Relaxed Fit Jeans,styzon,Relaxed Fit Jeans,989.0
1003,314,48,2023-07-30,2023-07,4,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Bootcut Jeans,HERE&NOW,Wide Leg & Bootcut,869.0
1004,428,36,2024-04-26,2024-04,5,Great value for money. Highly recommend.,0.8516,Positive,Men Straight Fit Jeans,Bene Kleed,Regular Fit Jeans,989.0
1005,458,33,2023-05-18,2023-05,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men Straight Fit Jeans,glitchez,Regular Fit Jeans,797.0
1006,216,9,2023-01-28,2023-01,1,The jeans are too tight at the waist. Sizing is off.,0.0,Mixed Negative,Men Regular Fit Mid-Rise Jeans,Roadster,Regular Fit Jeans,759.0
